"cnpj","nome_coop","auditorIndependente","mudou_auditor","situacao","uf","endereco_eletronico","segmento_prudencial","numeroAgencias","Ativo_Total","Patrimonio_Liquido","Despesas_Operacionais","Receitas_Operacionais","Depositos_totais","Caixa","Disponibilidades","Sobras","PECLD","Capital_social","Compensacao","Carteira_credito","Classificacao_carteira_credito","regiao","municipio","classe","criterio_de_associacao","categ_coop_sing","filiacao","big_four","data_inicio_atividades","idade_em_2022","total_de_cooperados","cooperados_pf","cooperados_pj","Passivo_Total"
4013172,"COOPERATIVA DE CRÉDITO SICOOB CRED-ACIF","MOORE PRISMA AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SP","www.credacif.com.br","S5",10,113010413663,2892169802,-1617359358,1711769065,24132970929,"1141317,83",114161705,167179212,-632333657,1387549334,83527681400,14013864740,14013864740,"Sudeste","FRANCA","Singular","Livre Admissão","Clássica","CCC ESTADO SP - CECRESP",0,"2000-08-21",22,10446,6195,4251,113010413663
3535065,"COOPERATIVA DE CRÉDITO SICOOB CREDMETAL","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP","www.credmetal.com.br","S5",1,4371596430,1210381058,-233857699,237109281,316870896,"33144,54",33689283,2258263,-63600254,1119112746,2654233152,1097264623,1097264623,"Sudeste","OSASCO","Singular","Livre Admissão","Clássica","CCC ESTADO SP - CECRESP",0,"1999-11-19",23,3671,3600,71,4371596430
24610065,"COOPERATIVA DE CRÉDITO SICOOB IPÊ - SICOOB IPÊ","BAUER AUDITORES ASSOCIADOS",0,"Autorizada em Atividade","MS","www.sicoobcocresul.com.br","S5",2,22904989438,738403378,-570912109,819507641,6564813875,"785260,39",80349139,14057783,-188770462,724345595,14256325925,6445766248,6445766248,"Centro-Oeste","CAMPO GRANDE","Singular","Critérios de Associação Mistos – Outros","Clássica","CCC DOS EST DE MT, MS E MUN DE CACOAL/RO",0,"1996-05-29",26,4650,3774,876,22904989438
26359745,"COOPERATIVA DE CRÉDITO SICOOBMAIS  LTDA. - SICOOBMAIS","COOPERAUDI AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","MG",NA,"S5",5,28672876928,1911867747,-484041925,703367136,5310243347,"2467765,34",246776534,91317885,-230129180,1049525744,19873771520,5107720579,5107720579,"Sudeste","IGUATAMA","Singular","Livre Admissão","Clássica","CCC MINAS GERAIS - CREDIMINAS",0,"1990-01-31",32,5906,5107,799,28672876928
9343038,"COOPERATIVA DE CRÉDITO SICREDI ALTO SERTÃO PARAIBANO - SICREDI ALTO SERTÃO PARAIBANO","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","PB","www.sicredi.com.br/altosertaoparaibano/","S5",4,28988488890,3549562880,-538602894,665539242,7132721404,"408005,15",362617726,176862011,-148824696,2917606179,17357135155,5715009006,5715009006,"Nordeste","SOUSA","Singular","Livre Admissão","Clássica","CENTRAL SICREDI NORTE/NORDESTE",1,"2008-01-30",14,3874,2998,876,28988488890
41255225,"COOPERATIVA DE CRÉDITO SICREDI CENTRO PERNAMBUCANA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","PE","http://www.sicredinne.com.br/centropernambucana/","S5",9,38023085034,5214978020,-1159874060,1417875226,13868197407,"998146,13",99814613,278750294,-402042752,4038161091,17502038221,9496601572,9496601572,"Nordeste","CARUARU","Singular","Livre Admissão","Clássica","CENTRAL SICREDI NORTE/NORDESTE",1,"1993-08-18",29,9182,7682,1500,38023085034
4146333,"COOPERATIVA DE CRÉDITO SICREDI PERNAMBUCRED","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","PE","www.sicredi.com.br/pernambucred/","S5",14,96033538063,8291166410,-2865783365,3725203434,32497214584,"669190,93",90235711,1073413919,-892870300,5757149708,46180656963,33724807382,33724807382,"Nordeste","RECIFE","Singular","Empregados ou Servidores","Clássica","CENTRAL SICREDI NORTE/NORDESTE",1,"2000-11-17",22,21180,20891,289,96033538063
26072728,"COOPERATIVA DE CRÉDITO UNIÃO CENTRO OESTE LTDA. - SICOOB UNIÃO CENTRO OESTE","BAUER AUDITORES ASSOCIADOS",0,"Autorizada em Atividade","MG","www.sicoobuniaocentrooeste.com.br","S5",9,56797043605,3436429885,-835879960,1184192422,11800101833,"1474871,11",147487111,259345289,-405526761,1497356828,38087562824,9335946491,9335946491,"Sudeste","ARCOS","Singular","Livre Admissão","Clássica","CCC MINAS GERAIS - CREDIMINAS",0,"1989-09-05",33,6913,5779,1134,56797043605
977212,"COOPERATIVA DE CRÉDITO UNICOPER","COKINOS & ASSOCIADOS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SP",NA,"S5",0,177965892,118198769,-15007878,10164717,NA,"38,64",7140482,106816055,-521492,11382714,60297428,52694973,52694973,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1995-12-12",27,132,132,0,177965892
184068,"COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","MG","www.unicred.com.br/multirregional","S4",0,167057355525,10145798283,-2673735797,2677405952,NA,"1712,90",1580404,9889544,-9648909,10115908739,12175790530,964890871,964890871,"Sudeste","BELO HORIZONTE","Central",NA,NA,"CONF NAC COOP CENTRAIS UNICRED",1,"1994-09-08",28,NA,NA,NA,167057355525
75847,"COOPERATIVA DE CRÉDITO UNICRED CENTRO-SUL LTDA - UNICRED CENTRO-SUL","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SC","http://www.unicred.com.br/sulcatarinense/","S5",14,351677692611,14990345696,-3649757542,5114259805,103520199801,"5243956,35",526342559,400602670,-1343691631,10633216989,229715567905,65760056180,65760056180,"Sul","CRICIUMA","Singular","Livre Admissão","Clássica","CCC UNICRED CENTRAL CONEXÃO LTDA - UNICRED CENTRAL CONEXÃO",1,"1994-05-26",28,15280,11623,3657,351677692611
4355489,"COOPERATIVA DE CRÉDITO UNICRED COOMARCA LTDA. - COOMARCA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SC","http://www.unicred.com.br/coomarca/","S5",2,64506557264,3062903711,-608872597,917390876,14608530490,"158788,28",15976852,79602681,-138412104,2021376692,45838596534,11990521140,11990521140,"Sul","FLORIANOPOLIS","Singular","Empregados ou Servidores","Clássica","CCC UNICRED CENTRAL CONEXÃO LTDA - UNICRED CENTRAL CONEXÃO",1,"2000-09-19",22,3207,3169,38,64506557264
1039011,"COOPERATIVA DE CRÉDITO UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SC","http://www.unicred.com.br/desbravadorasul","S5",17,288090629156,9793249474,-3539204612,4436149037,89307186413,"3236119,31",325555479,604320670,-1194523914,6921253343,186957652384,57179727869,57179727869,"Sul","CHAPECO","Singular","Critérios de Associação Mistos – Empresários","Clássica","CCC UNICRED CENTRAL CONEXÃO LTDA - UNICRED CENTRAL CONEXÃO",1,"1995-12-19",27,13768,10499,3269,288090629156
1796302,"COOPERATIVA DE CRÉDITO UNICRED REGIÃO DOS VALES LTDA. - UNICRED REGIÃO DOS VALES","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","RS","www.unicred.com.br/regiaodosvales","S5",10,122615103636,2955619485,-1529406790,1779766233,22330935989,"1687590,70",168799153,121749245,-917398168,1948712457,95923241400,19703630130,19703630130,"Sul","NOVO HAMBURGO","Singular","Livre Admissão","Clássica","CCCM UNICRED CENTRAL RS",1,"1997-04-08",25,5383,4069,1314,122615103636
74114042,"COOPERATIVA DE CRÉDITO UNICRED UNIÃO LTDA - UNICRED UNIÃO","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SC","http://www.unicred.com.br/uniao/","S5",16,372205908110,14881088313,-4684297331,6292679587,111886444568,"3038380,20",306900628,361414670,-3529478521,11585337870,242010639934,77015766853,77015766853,"Sul","ITAJAI","Singular","Livre Admissão","Clássica","CCC UNICRED CENTRAL CONEXÃO LTDA - UNICRED CENTRAL CONEXÃO",1,"1994-01-25",28,20956,16805,4151,372205908110
73443863,"COOPERATIVA DE CRÉDITO UNICRED VALE EUROPEU SANTA CATARINA LTDA - UNICRED VALE EUROPEU","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SC","http://www.unicred.com.br/valeeuropeu","S5",11,249877304854,7711237931,-3013345604,3879638787,73940449370,"2660178,87",273759298,271894667,-1566392513,5313446334,166193121848,46354911534,46354911534,"Sul","BLUMENAU","Singular","Livre Admissão","Clássica","CCC UNICRED CENTRAL CONEXÃO LTDA - UNICRED CENTRAL CONEXÃO",1,"1993-09-30",29,11183,8589,2594,249877304854
74064502,"COOPERATIVA DE CRÉDITO UNICRED VALOR CAPITAL LTDA  UNICRED VALOR CAPITAL","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SC","http://www.unicred.com.br/florianopolis/","S5",16,587921678850,29961354184,-6030686084,8289538341,180994789754,"8258557,52",829859208,918589200,-3323786864,20236186906,371309416906,84637431864,84637431864,"Sul","FLORIANOPOLIS","Singular","Livre Admissão","Clássica","CCC UNICRED CENTRAL CONEXÃO LTDA - UNICRED CENTRAL CONEXÃO",1,"1994-01-18",28,22416,16450,5966,587921678850
8041950,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SISTEMA DE JUSTIÇA NO ESTADO DO CEARÁ - SICREDI COOPERJURIS","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","CE","www.sicredi.com.br/cooperjuris/","S5",1,12149706022,986833593,-288838274,436283635,3664500143,"69946,37",17969208,108051787,-58225284,780413336,6162669024,4679418064,4679418064,"Nordeste","FORTALEZA","Singular","Atividade Profissional","Clássica","CENTRAL SICREDI NORTE/NORDESTE",1,"2006-05-15",16,1422,1399,23,12149706022
1110032,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE E LIVRE ADMISSÃO MINAS - ESPÍRITO SANTO LTDA. - UNICRED MINAS - ES","SACHO - AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","ES","www.unicred.com.br/lestemineiro/","S5",8,70190024409,1680224065,-636575377,687310239,9428275758,"758977,08",87714255,921346,-164359120,1450179307,58434011754,6021218006,6021218006,"Sudeste","VITORIA","Singular","Livre Admissão","Clássica","CC UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM",0,"1996-03-25",26,3580,2749,831,70190024409
2923389,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI ARACAJU - SICREDI ARACAJU","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SE","www.sicredi.com.br/aracaju/","S5",5,115009994920,6680927921,-1663463191,2229057374,35763588756,"15041974,53",1504197453,354436186,-803661755,4919994693,69400849613,26159669993,26159669993,"Nordeste","ARACAJU","Singular","Livre Admissão","Clássica","CENTRAL SICREDI NORTE/NORDESTE",1,"1998-12-23",24,8121,5682,2439,115009994920
35571249,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","PB","www.sicredinne.com.br/joaopessoa","S5",19,389813412190,43098037563,-10266797282,13973436842,150918830679,"16809967,59",1682322383,2491358124,-5755892438,34189853168,182856047693,113729949164,113729949164,"Nordeste","JOAO PESSOA","Singular","Livre Admissão","Clássica","CENTRAL SICREDI NORTE/NORDESTE",1,"1991-04-01",31,37066,30185,6881,389813412190
97489280,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI INTEGRAÇÃO BAHIA - SICREDI INTEGRAÇÃO BAHIA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","BA",NA,"S5",5,31043490608,4114831247,-826848336,1008422916,10683470922,"890464,98",90516772,218153282,-243766891,3536500983,14495467261,8111143595,8111143595,"Nordeste","ITABUNA","Singular","Livre Admissão","Clássica","CENTRAL SICREDI NORTE/NORDESTE",1,"1994-04-25",28,4507,3320,1187,31043490608
70241658,"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE - SICREDI RECIFE","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","PE","www.sicredirecife.com.br","S5",8,100316780766,8703587864,-2739998868,3128911773,45533718630,"483377,21",48462045,887217493,-547986732,7058469450,41997186007,27902784533,27902784533,"Nordeste","RECIFE","Singular","Livre Admissão","Clássica","CENTRAL SICREDI NORTE/NORDESTE",1,"1994-01-20",28,16569,15367,1202,100316780766
5491616,"COOPERATIVA DE CRÉDITO, POUPANÇA E SERVIÇOS FINANCEIROS DO CENTRO OESTE - CREDITAG","ANEND AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","GO",NA,"S5",0,1450364901,163100905,-86623742,110434483,530797903,"202775,08",20277508,-5156356,-15292826,159898368,724924327,550952052,550952052,"Centro-Oeste","MINEIROS","Singular","Critérios de Associação Mistos – Outros","Clássica",NA,0,"2003-01-29",19,2069,1911,158,1450364901
61039038,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS COLABORADORES DA SG INDUSTRIA E COMERCIO DE MATERIAIS DE CONSTRUCAO, VIDROS E AFINS","PADRAO AUDITORIA S/S",0,"Autorizada em Atividade","SP","www.credisg.com.br","S5",0,4454714246,1711866809,-94818327,95735178,NA,"309,82",251669,31449068,-8231687,1542721949,2566778246,1001323483,1001323483,"Sudeste","SAO PAULO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1967-04-24",55,5012,5012,0,4454714246
30138226,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA CIA DE ELETRICIDADE DO ESTADO DO RJ CREDICERJ LTDA","MANDARINO & ASSOCIADOS AUDITORES",0,"Autorizada em Atividade","RJ","https://credicerj.webnode.com/","S5",0,513199284,117510266,-31258017,29836030,NA,"128,88",31606582,-1423475,-1054731,92578535,357040730,85393806,85393806,"Sudeste","NITEROI","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1970-06-29",52,449,449,0,513199284
141155,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS DE TRANSPORTES COLETIVOS RODOVIÁRIOS DE PASSAGEIROS DO GRANDE RIO LTDA","MANDARINO & ASSOCIADOS AUDITORES",0,"Autorizada em Atividade","RJ","www.coopcredtransrio.com.br","S5",1,1521072278,470219386,-182258000,201841923,NA,"1171,47",101306812,-107041868,-116616615,508344137,945614205,359017724,359017724,"Sudeste","SAO GONCALO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1994-08-08",28,2712,2712,0,1521072278
30949267,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE CHOCOLATES GAROTO LTDA. - CREDI-GAROTO","D'AGOSTINI CONSULTORIA E AUDITORIA S/S",0,"Autorizada em Atividade","ES","www.credigaroto.coop.br","S5",0,2245739290,248258646,-86776693,94624578,1081523031,"496361,64",57200876,975769,-24571921,215267845,844277498,528205565,528205565,"Sudeste","VILA VELHA","Singular","Empregados ou Servidores","Clássica","CENTRAL COOPERATIVA DE CRÉDITO NO ESTADO DO ESPÍRITO SANTO",0,"1980-06-25",42,1057,1044,13,2245739290
42107706,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ELEVADORES ATLAS SCHINDLER LTDA.","MANDARINO & ASSOCIADOS AUDITORES",0,"Autorizada em Atividade","RJ","www.coopschindler.com.br","S5",0,3568801017,1314853937,-47421432,91692151,NA,"0,67",49020865,51146320,-7740897,1185062244,2161273991,860514423,860514423,"Sudeste","RIO DE JANEIRO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1972-03-09",50,1882,1882,0,3568801017
31746993,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ESTABELECIMENTOS HOSPITALARES DO SUL DO ESTADO DO ESPIRITO SANTO - SULCRED","D'AGOSTINI CONSULTORIA E AUDITORIA S/S",0,"Autorizada em Atividade","ES",NA,"S5",0,796322414,268712957,-73507228,48402214,NA,"42243,22",4368060,7249886,-103256683,45466158,485044412,351899147,351899147,"Sudeste","CACHOEIRO DE ITAPEMIRIM","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1988-11-30",34,450,448,2,796322414
2447184,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO COLEGIO SANTO INACIO - COESI","MANDARINO & ASSOCIADOS AUDITORES",0,"Autorizada em Atividade","RJ",NA,"S5",0,435489068,141081879,-21377781,18668418,NA,"322,13",27244958,-49917900,-2761956,190726593,279768748,104449112,104449112,"Sudeste","RIO DE JANEIRO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1997-07-18",25,361,361,0,435489068
73631483,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO BAYER LTDA","MANDARINO & ASSOCIADOS AUDITORES",0,"Autorizada em Atividade","RJ",NA,"S5",0,4927636808,1413459276,-85525088,150537408,NA,NA,7031305,78608764,-16862578,819794257,3260662051,1081209286,1081209286,"Sudeste","BELFORD ROXO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1993-10-21",29,1539,1538,1,4927636808
27140946,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO USINA PAINEIRAS LTDA - CRED-PAN","D'AGOSTINI CONSULTORIA E AUDITORIA S/S",0,"Autorizada em Atividade","ES",NA,"S5",0,237735040,174358337,-7008679,8470713,NA,NA,126776367,86802370,-637001,87555967,56958372,49374275,49374275,"Sudeste","ITAPEMIRIM","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1973-03-19",49,56,56,0,237735040
30586895,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DOS LABORATORIOS B.BRAUN LTDA","MANDARINO & ASSOCIADOS AUDITORES",0,"Autorizada em Atividade","RJ",NA,"S5",0,1017830834,338738746,-23699090,28628305,NA,"131,13",8482036,7440934,-1160937,321976114,653535264,180265695,180265695,"Sudeste","SAO GONCALO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1979-12-11",43,1079,1079,0,1017830834
3973743,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS IND.ALIMENTACAO REG.GRDE.VITORIA EST.ES-CREDI-ALIMENTO","SACHO - AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","ES","http://www.cecoop.com.br/credialimento","S5",1,67356189,35185682,-12382262,8531109,602668,"1155,06",789788,-1487488,-5302386,35484054,33605250,12449956,12449956,"Sudeste","VITORIA","Singular","Empregados ou Servidores","Clássica","CENTRAL COOPERATIVA DE CRÉDITO NO ESTADO DO ESPÍRITO SANTO",0,"2000-07-28",22,NA,NA,NA,67356189
5424088,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS NAS INDUSTRIAS QUIMICAS, FARMACEUTICAS E SIMILARES DA REGIAO METROPOLITANA DO RIO DE JANEIRO LTDA","MANDARINO & ASSOCIADOS AUDITORES",0,"Autorizada em Atividade","RJ",NA,"S5",0,325887634,139206538,-10619524,9861826,NA,"45420,72",11588710,6398541,-5413296,104719402,170057097,64330461,64330461,"Sudeste","SAO GONCALO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"2002-12-03",20,608,605,3,325887634
42258376,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA FMC LTDA","MANDARINO & ASSOCIADOS AUDITORES",0,"Autorizada em Atividade","RJ","não temos","S5",0,276799363,101457543,-14877239,13134222,NA,NA,3827464,-4640674,-1058286,106098217,169452620,67600480,67600480,"Sudeste","RIO DE JANEIRO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1973-04-30",49,312,312,0,276799363
5331882,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA GKN DO BRASIL LTDA","RAMIRES E CIA - AUDITORES INDEPENDENTES SOCIEDADE SIMPLES",0,"Autorizada em Atividade","RS",NA,"S5",0,357565845,204068952,-21754798,12161508,NA,NA,55032133,-1314896,-9995708,195150587,158684906,147800022,147800022,"Sul","PORTO ALEGRE","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"2002-09-16",20,858,858,0,357565845
3165497,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA SANEPAR - CREDISANEPAR","ADIRLEY GASPARIN",0,"Autorizada em Atividade","PR",NA,"S5",0,129458483,58128692,-8499610,10850001,2161734,"4060,10",1054885,4452848,-736682,45968100,61140588,51082268,51082268,"Sul","CASCAVEL","Singular","Empregados ou Servidores","Clássica",NA,0,"1999-05-18",23,NA,NA,NA,129458483
2192115,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA VIACAO NOSSA SENHORA DO AMPARO LTDA. - COPERFAMP","MANDARINO & ASSOCIADOS AUDITORES",0,"Autorizada em Atividade","RJ","www.coperfamp.com.br","S5",0,675717431,146456278,-52668906,92089375,NA,"3773,38",377338,-39163044,-10344253,170011466,439026270,153884066,153884066,"Sudeste","MARICA","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1997-07-12",25,569,569,0,675717431
5048575,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO GRUPO MAUA LTDA","MANDARINO & ASSOCIADOS AUDITORES",0,"Autorizada em Atividade","RJ",NA,"S5",0,985450422,448709417,-35068062,51583983,NA,"2951,60",49456415,-26593315,-31885435,434787046,445076600,156559285,156559285,"Sudeste","SAO GONCALO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"2002-05-07",20,834,834,0,985450422
2931166,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO GRUPO PROGRESSO LTDA - PROCRED","MANDARINO & ASSOCIADOS AUDITORES",0,"Autorizada em Atividade","RJ",NA,"S5",1,124830550,28950901,-92170510,58435444,NA,NA,6135788,-19807829,-44541221,48234596,110380506,45600880,45600880,"Sudeste","TRES RIOS","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1998-11-24",24,244,244,0,124830550
94433109,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","RS","www.unicred-rs.com.br","S5",19,456173327790,18319184181,-4060914310,5914447293,113507975962,"1900832,89",203683728,927427754,-1941123332,10863063917,320092936344,69259737617,69259737617,"Sul","PORTO ALEGRE","Singular","Atividade Profissional","Clássica","CCCM UNICRED CENTRAL RS",1,"1992-01-26",30,17030,14739,2291,456173327790
1090027,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E CATEGORIAS AFINS-UNICRED NITEROI LTDA","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","RJ","www.unicred-niteroi.com.br","S5",4,27424576287,2417370300,-560235830,652502253,10073687217,"1030109,62",110501372,48303708,-231776082,1806916547,14536539792,4979420617,4979420617,"Sudeste","NITEROI","Singular","Atividade Profissional","Clássica","UNICRED CENTRAL RJ/MT",1,"1996-03-08",26,3402,2967,435,27424576287
71884498,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA AREA DE SAUDE DO ESTADO DE SAO PAULO LTDA    UNICRED DO ESTADO DE SAO PAULO","SACHO - AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SP","http://www.unicred-campinas.com.br","S5",24,321467730907,13371116554,-3649051113,4488670558,109151170172,"1062892,15",119743011,1025642955,-2234095681,10274678360,197126380316,59492372682,59492372682,"Sudeste","CAMPINAS","Singular","Atividade Profissional","Clássica","CC UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM",0,"1993-07-27",29,11316,9130,2186,321467730907
2853045,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE JOACABA","AUDICONSULT AUDITORES SS",0,"Autorizada em Atividade","SC",NA,"S5",0,5601409846,1272093608,-65590253,83296860,3242354877,NA,54504173,52656677,-2836114,1087003659,981924985,560881178,560881178,"Sul","JOACABA","Singular","Atividade Profissional","Clássica",NA,0,"1998-11-19",24,278,227,51,5601409846
90278987,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA ASCAR/EMATER-RS LTDA-CRESAL","MBAUDIT - AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","RS","www.cresal@cresal.coop.br","S5",0,559550802,282494150,-20719448,20171096,58113133,"7,24",4556929,842595,-4770123,268783282,163794260,93738330,93738330,"Sul","PORTO ALEGRE","Singular","Empregados ou Servidores","Clássica",NA,0,"1985-03-19",37,549,549,0,559550802
29341260,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA COMLURB LTDA","MANDARINO & ASSOCIADOS AUDITORES",0,"Autorizada em Atividade","RJ",NA,"S5",0,2302781442,945001766,-58625199,77251942,NA,"4080,64",466690585,9999980,-75771336,655157949,1286768773,287612612,287612612,"Sudeste","RIO DE JANEIRO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1985-04-11",37,6061,6061,0,2302781442
42100982,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS LTDA","MANDARINO & ASSOCIADOS AUDITORES",0,"Autorizada em Atividade","RJ",NA,"S5",1,2889722214,799836558,-141794047,134145330,NA,"17278,49",86508656,-376197330,-13993307,1174527634,2067831745,395396958,395396958,"Sudeste","RIO DE JANEIRO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1971-05-21",51,4167,4167,0,2889722214
28885036,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA UERJ LTDA. - COOPUERJ","MANDARINO & ASSOCIADOS AUDITORES",0,"Autorizada em Atividade","RJ","www.coopuerj.com.br","S5",0,699600748,211342044,-45882764,47190219,NA,"47,73",54270267,-50250750,-10585694,261592794,452475512,131140574,131140574,"Sudeste","RIO DE JANEIRO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1984-08-13",38,518,518,0,699600748
2910387,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO COLEGIO PEDRO II","MANDARINO & ASSOCIADOS AUDITORES",0,"Autorizada em Atividade","RJ","www.coopcp2.com.br","S5",0,741374718,249118652,-19934439,22984988,NA,"39,68",36964237,1985311,-697852,232840855,472303061,114457113,114457113,"Sudeste","RIO DE JANEIRO","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1998-12-02",24,250,249,1,741374718
